S/N,HS Code,HS Description,HS Qty Unit,Competent Authorities - Controlling by HS Code,,,CA Product Code,CA Product Description,CA Product Qty Unit,Competent Authorities - Controlling by Product Code,,,Duty Rates,
16148,54023310,TEXTURED POLYESTER YARN OF A COLOUR OTHER THAN WHITE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16149,54023390,TEXTURED POLYESTER YARN OF WHITE COLOUR NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16150,54023400,TEXTURED POLYPROPYLENE YARN NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16151,54023900,OTHER TEXTURED YARN NES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16152,54024410,OTHER ELASTOMERIC POLYESTER YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16153,54024420,OTHER ELASTOMERIC POLYPROPYLENE YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16154,54024490,OTHER ELASTOMERIC SYNTHETIC FILAMENT YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16155,54024500,OTHER NYLON OR OTHER POLYAMIDE YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16156,54024610,OTHER POLYESTER PARTIALLY ORIENTED YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE OF A COLOUR OTHER THAN WHITE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16157,54024690,OTHER POLYESTER PARTIALLY ORIENTED YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE OF WHITE COLOUR NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16158,54024710,OTHER POLYESTER YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE OF A COLOUR OTHER THAN WHITE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16159,54024790,OTHER POLYESTER YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE OF WHITE COLOUR NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16160,54024800,OTHER POLYPROPYLENE YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16161,54024900,OTHER SYNTHETIC FILAMENT YARN SINGLE UNTWISTED OR A TWIST NOT OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16162,54025100,OTHER NYLON OR OTHER POLYAMIDE YARN SINGLE WITH A TWIST OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16163,54025200,OTHER POLYESTER YARN SINGLE WITH A TWIST OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16164,54025300,OTHER POLYPROPYLENE YARN SINGLE WITH A TWIST OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16165,54025900,OTHER SYNTHETIC FILAMENT YARN SINGLE WITH A TWIST OVER 50 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16166,54026100,OTHER NYLON OR OTHER POLYAMIDE YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16167,54026200,OTHER POLYESTER YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16168,54026300,OTHER POLYPROPYLENE YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16169,54026900,OTHER SYNTHETIC FILAMENT YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16170,54031000,HIGH TENACITY YARN OF VISCOSE RAYON NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16171,54033110,TEXTURED VISCOSE RAYON YARN SINGLE UNTWISTED OR WITH A TWIST NOT OVER 120 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16172,54033190,UNTEXTURED VISCOSE RAYON YARN SINGLE UNTWISTED OR WITH A TWIST NOT OVER 120 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16173,54033210,TEXTURED VISCOSE RAYON YARN SINGLE WITH A TWIST OVER 120 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16174,54033290,UNTEXTURED VISCOSE RAYON YARN SINGLE WITH A TWIST OVER 120 TURNS PER METRE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16175,54033310,TEXTURED CELLULOSE ACETATE YARN SINGLE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16176,54033390,UNTEXTURED CELLULOSE ACETATE YARN SINGLE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16177,54033910,OTHER TEXTURED ARTIFICIAL FILAMENT YARN SINGLE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16178,54033990,OTHER UNTEXTURED ARTIFICIAL FILAMENT YARN SINGLE NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16179,54034110,TEXTURED VISCOSE RAYON YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16180,54034190,UNTEXTURED VISCOSE RAYON YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16181,54034200,CELLULOSE ACETATE YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16182,54034900,OTHER ARTIFICIAL FILAMENT YARN MULTIPLE OR CABLED NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16183,54041100,ELASTOMERIC MONOFILAMENT OF 67 DECITEX OR MORE & NO CROSS-SECTIONAL DIMENSION EXCEEDS 1MM (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16184,54041200,POLYPROPYLENE MONOFILAMENT OF 67 DECITEX OR MORE & NO CROSS-SECTIONAL DIMENSION EXCEEDS 1MM (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16185,54041900,OTHER SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE & NO CROSS-SECTIONAL DIMENSION EXCEEDS 1MM (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16186,54049000,STRIP & THE LIKE OF SYNTHETIC TEXTILE MATERIALS OF APPARENT WIDTH NOT OVER 5MM (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16187,54050000,ARTIFICIAL MONOFILAMENT OF 67 DECITEX OR MORE & NO CROSS-SECTION DIMENSION EXCEEDS 1MM & STRIP & THE LIKE OF ARTIFICIAL TEXTILE MATERIALS OF WIDTH NOT OVER 5MM (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16188,54060000,MAN-MADE FILAMENT YARN FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16189,54071020,WOVEN TYRE FABRICS & CONVEYOR DUCK OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR POLYESTERS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16190,54071091,OTHER WOVEN FABRICS OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR POLYESTERS UNBLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16191,54071099,OTHER WOVEN FABRICS OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES OR POLYESTERS NOT UNBLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16192,54072000,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE OF SYNTHETIC FILAMENT YARN (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16193,54073000,FABRICS SPECIFIED IN NOTE 9 TO SECTION XI (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16194,54074110,OTHER UNBLEACHED OR BLEACHED WOVEN NYLON MESH FABRIC CONTAINING 85% OR MORE BY WEIGHT OF FILAMENTS OF NYLON OR OTHER POLYAMIDES OF UNTWISTED FILAMENT YARN FIT FOR REINFORCING MATERIAL FOR TARPAULINS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16195,54074190,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF FILAMENTS OF NYLON OR OTHER POLYAMIDES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16196,54074200,OTHER DYED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF FILAMENTS OF NYLON OR OTHER POLYAMIDES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16197,54074300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING 85% OR MORE BY WEIGHT OF FILAMENTS OF NYLON OR OTHER POLYAMIDES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16198,54074400,PRINTED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF FILAMENTS OF NYLON OR OTHER POLYAMIDES (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16199,54075100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF TEXTURED POLYESTER FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16200,54075200,OTHER DYED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF TEXTURED POLYESTER FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16201,54075300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING 85% OR MORE BY WEIGHT OF TEXTURED POLYESTER FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16202,54075400,OTHER PRINTED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF TEXTURED POLYESTER FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16203,54076110,OTHER WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF NON-TEXTURED POLYESTER FILAMENTS UNBLEACHED OR BLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16204,54076190,OTHER WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF NON-TEXTURED POLYESTER FILAMENTS NOT UNBLEACHED OR BLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16205,54076910,OTHER WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF TEXTURED POLYESTER FILAMENTS UNBLEACHED OR BLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16206,54076990,OTHER WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF TEXTURED POLYESTER FILAMENTS NOT UNBLEACHED OR BLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16207,54077100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16208,54077200,OTHER DYED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16209,54077300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16210,54077400,OTHER PRINTED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC FILAMENTS (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16211,54078100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF SYNTHETIC FILAMENTS MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16212,54078200,OTHER DYED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF SYNTHETIC FILAMENTS MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16213,54078300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING LESS THAN 85% BY WEIGHT OF SYNTHETIC FILAMENTS MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16214,54078400,OTHER PRINTED WOVEN FABRICS CONTAINING LESS THAN 85% BY WEIGHT OF SYNTHETIC FILAMENTS MIXED MAINLY WITH COTTON (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16215,54079100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS OF SYNTHETIC FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16216,54079200,OTHER DYED WOVEN FABRICS OF SYNTHETIC FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16217,54079300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS OF SYNTHETIC FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16218,54079400,OTHER PRINTED WOVEN FABRICS OF SYNTHETIC FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16219,54081010,WOVEN FABRICS FROM HIGH TENACITY YARN OF VISCOSE RAYON UNBLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16220,54081090,WOVEN FABRICS FROM HIGH TENACITY YARN OF VISCOSE RAYON NOT UNBLEACHED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16221,54082100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL FILAMENT OR STRIP OR THE LIKE (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16222,54082200,OTHER DYED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL FILAMENT OR STRIP OR THE LIKE (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16223,54082300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL FILAMENT OR STRIP OR THE LIKE (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16224,54082400,OTHER PRINTED WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL FILAMENT OR STRIP OR THE LIKE (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16225,54083100,OTHER UNBLEACHED OR BLEACHED WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16226,54083200,OTHER DYED WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16227,54083300,OTHER WOVEN FABRICS OF YARNS OF DIFFERENT COLOURS OF ARTIFICIAL FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16228,54083400,OTHER PRINTED WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN NOT ELSEWHERE SPECIFIED (MTK),MTK,-,-,-,-,-,-,-,-,-,-,-
16229,55011100,SYNTHETIC FILAMENT TOW OF ARAMIDS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16230,55011900,SYNTHETIC FILAMENT TOW OF OTHER POLYAMIDES (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16231,55012000,SYNTHETIC FILAMENT TOW OF POLYESTERS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16232,55013000,SYNTHETIC FILAMENT TOW OF ACRYLIC OR MODACRYLIC (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16233,55014000,SYNTHETIC FILAMENT TOW OF POLYPROPYLENE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16234,55019000,OTHER SYNTHETIC FILAMENT TOW (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16235,55021000,CELLULOSE ACETATE FILAMENT TOW (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16236,55029000,OTHER ARTIFICIAL FILAMENT TOW (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16237,55031100,SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF ARAMIDS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16238,55031900,SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF OTHER NYLON OR OTHER POLYAMIDES (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16239,55032010,SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF POLYESTERS OF A COLOUR OTHER THAN WHITE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16240,55032090,SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF POLYESTERS OF WHITE COLOUR (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16241,55033000,SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF ACRYLIC OR MODACRYLIC (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16242,55034000,SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF POLYPROPYLENE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16243,55039010,OTHER SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF POLYVINYL ALCOHOL (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16244,55039090,OTHER SYNTHETIC STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING NOT OF POLYVINYL ALCOHOL (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16245,55041000,ARTIFICIAL STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF VISCOSE RAYON (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16246,55049000,OTHER ARTIFICIAL STAPLE FIBRES NOT CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16247,55051000,WASTE OF SYNTHETIC FIBRES (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16248,55052000,WASTE OF ARTIFICIAL FIBRES (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16249,55061000,SYNTHETIC STAPLE FIBRES CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF NYLON OR OTHER POLYAMIDES (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16250,55062000,SYNTHETIC STAPLE FIBRES CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF POLYESTERS (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16251,55063000,SYNTHETIC STAPLE FIBRES CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF ACRYLIC OR MODACRYLIC (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16252,55064000,SYNTHETIC STAPLE FIBRES CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING OF POLYPROPYLENE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16253,55069000,OTHER SYNTHETIC STAPLE FIBRES CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16254,55070000,ARTIFICIAL STAPLE FIBRES CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16255,55081010,SEWING THREAD OF SYNTHETIC STAPLE FIBRES FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16256,55081090,SEWING THREAD OF SYNTHETIC STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16257,55082010,SEWING THREAD OF ARTIFICIAL STAPLE FIBRES FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16258,55082090,SEWING THREAD OF ARTIFICIAL STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16259,55091100,SINGLE YARN CONTAINING 85% OR MORE BY WEIGHT OF STAPLE FIBRES OF NYLON OR OTHER POLYAMIDES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16260,55091200,MULTIPLE OR CABLED YARN CONTAINING 85% OR MORE BY WEIGHT OF STAPLE FIBRES OF NYLON OR OTHER POLYAMIDES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16261,55092100,SINGLE YARN CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16262,55092200,MULTIPLE OR CABLED YARN CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16263,55093100,SINGLE YARN CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16264,55093200,MULTIPLE OR CABLED YARN CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16265,55094100,OTHER SINGLE YARN CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16266,55094200,OTHER MULTIPLE OR CABLED YARN CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16267,55095100,OTHER YARN OF POLYESTER STAPLE FIBRES MIXED MAINLY WITH ARTIFICIAL STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16268,55095210,OTHER SINGLE YARN OF POLYESTER STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16269,55095290,OTHER YARN OF POLYESTER STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16270,55095300,OTHER YARN OF POLYESTER STAPLE FIBRES MIXED MAINLY WITH COTTON NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16271,55095900,OTHER YARN OF POLYESTER STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16272,55096100,OTHER YARN OF ACRYLIC OR MODACRYLIC STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16273,55096200,OTHER YARN OF ACRYLIC OR MODACRYLIC STAPLE FIBRES MIXED MAINLY WITH COTTON NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16274,55096900,OTHER YARN OF ACRYLIC OR MODACRYLIC STAPLE FIBRES NOT FOR RETAIL SALE NOT ELSEWHERE SPECIFIED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16275,55099100,OTHER YARN OF SYNTHETIC STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR NOT FOR RETAIL SALE NOT ELSEWHERE SPECIFIED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16276,55099200,OTHER YARN OF SYNTHETIC STAPLE FIBRES MIXED MAINLY WITH COTTON NOT FOR RETAIL SALE NOT ELSEWHERE SPECIFIED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16277,55099900,OTHER YARN OF SYNTHETIC STAPLE FIBRES NOT FOR RETAIL SALE NOT ELSEWHERE SPECIFIED (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16278,55101100,SINGLE YARN CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16279,55101200,MULTIPLE OR CABLED YARN CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16280,55102000,OTHER YARN OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH WOOL OR FINE ANIMAL HAIR NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16281,55103000,OTHER YARN OF ARTIFICIAL STAPLE FIBRES MIXED MAINLY WITH COTTON NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16282,55109000,OTHER YARN OF ARTIFICIAL STAPLE FIBRES NOT FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16283,55111010,KNITTING YARN CROCHET THREAD & EMBROIDERY THREAD OF SYNTHETIC STAPLE FIBRES CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16284,55111090,OTHER YARN OF SYNTHETIC STAPLE FIBRES CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
16285,55112010,KNITTING YARN CROCHET THREAD & EMBROIDERY THREAD OF SYNTHETIC STAPLE FIBRES CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES FOR RETAIL SALE (KGM),KGM,-,-,-,-,-,-,-,-,-,-,-
